Lemma,SFI Rank,SFI,Adjusted Frequency per Million (U),definition
routine,2104,55.2,33,happening or done regularly or frequently
sink,2105,55.19,33,"to go down below the surface of water, mud, etc."
stare,2106,55.19,33,to look at someone or something for a long time
anymore,2107,55.19,33,no longer; no more
hero,2108,55.18,33,person of great courage and strength who saves others
supporter,2109,55.18,33,someone who shows they are in favor of an idea/plan
convert,2110,55.18,33,"to change form, character, or function to another"
steady,2111,55.18,33,"firmly fixed, supported, or balanced; not shaking, rocking, or likely to fall over"
meter,2112,55.17,33,unit of length equal to 100 cm or about 39 inches
truck,2113,55.17,33,a large road vehicle used to carry things
nose,2114,55.17,33,part of the face used for breathing and smelling
beside,2115,55.17,33,by the side of something; next to something
sail,2116,55.17,33,to travel on water in a ship or boat
disaster,2117,55.17,33,something that causes a lot of harm or damage
pace,2118,55.17,33,the speed at which someone or something moves or happens
heavily,2119,55.17,33,a lot or to a great degree
devote,2120,55.16,33,to decide to use or give something for something else
terrorist,2121,55.16,33,a person who uses fear or violence for a political purpose
justify,2122,55.16,33,to give reasons why you did something or why it is right
vital,2123,55.16,33,necessary
fascinate,2124,55.16,33,attract or interest greatly
external,2125,55.15,33,outside of something
spare,2126,55.15,33,kept as something extra that can be used if it is needed
whenever,2127,55.15,33,at any or every time that
depression,2128,55.14,33,a feeling of great sadness
guilty,2129,55.14,33,having done something bad or illegal
underlie,2130,55.14,33,to lie or exist beneath
mom,2131,55.14,33,mother
distinction,2132,55.14,33,the special quality that makes something different
satisfaction,2133,55.14,33,happy feeling because of something that you did
incorporate,2134,55.14,33,to include or involve as part of something else
pour,2135,55.14,33,to make a liquid flow from one container into another
sweep,2136,55.13,33,to remove dust or dirt from a surface with a broom or brush
obligation,2137,55.13,33,something that you do because it is your duty or because you feel you have to
sir,2138,55.12,33,form of address to a man you respect
evaluate,2139,55.11,32,to form an idea to judge something carefully
anger,2140,55.1,32,"to make someone mad, upset, or annoyed"
pub,2141,55.1,32,a place that sells alcohol and food
perception,2142,55.1,32,the way in which one sees or understands something
naturally,2143,55.09,32,as someone would expect; not surprising
currency,2144,55.09,32,a money system that a country uses
database,2145,55.09,32,information stored in a computer in an organized way
initially,2146,55.09,32,at the beginning
territory,2147,55.08,32,area of land or ocean owned or controlled by a government or person
stream,2148,55.08,32,small river
rarely,2149,55.08,32,in an infrequent manner
height,2150,55.07,32,distance of something from the bottom to the top
apparent,2151,55.07,32,easy to see or clearly understand
western,2152,55.07,32,"coming from, found in, or facing towards the west"
expansion,2153,55.06,32,act of expanding or becoming bigger
constantly,2154,55.06,32,happening a lot or all the time
muscle,2155,55.06,32,a body tissue that can become longer or shorter and moves the body
scare,2156,55.06,32,to make someone feel frightened or worried
badly,2157,55.05,32,not in a good way; not as wanted or liked
everyday,2158,55.05,32,used or seen daily; suitable for daily use; ordinary
boundary,2159,55.05,32,where one area ends and another begins
ratio,2160,55.05,32,two numbers that show ​the relationship between two groups of people or things
essay,2161,55.05,32,short written work that displays someone's opinions or beliefs regarding a particular subject
scream,2162,55.04,32,to make a sudden loud cry
withdraw,2163,55.03,32,pull back; move away or backward from something
pollution,2164,55.03,32,dirty or dangerous waste released into an environment
disorder,2165,55.03,32,a lack of organization
furniture,2166,55.02,32,"items such as tables, chairs, beds, or closets"
symbol,2167,55.01,32,action or object that represents a particular idea or quality
apartment,2168,55.01,32,set of rooms to live in on one floor of a building
demonstration,2169,55.01,32,explanation of how something works
analyst,2170,55,32,someone who is skilled at studying the details of data
platform,2171,54.99,32,a raised area for people to stand on
steel,2172,54.99,32,very strong metal made of iron and other substances mixed together
cake,2173,54.99,32,"a sweet baked food made from flour, eggs, fat, and sugar"
transform,2174,54.99,32,to change the shape of something completely
wound,2175,54.98,31,an injury to the body that is caused when something breaks the skin
restriction,2176,54.98,31,a rule or law that limits what people can do
foundation,2177,54.98,31,underground base on which a building is constructed
designer,2178,54.98,31,someone who creates plans to make something
strain,2179,54.98,31,too much pressure on a person or system that can cause problems
innovation,2180,54.97,31,new invention or idea that is created
album,2181,54.97,31,book with a collection of photographs or pictures
singer,2182,54.97,31,"a person who sings, often as a profession"
trail,2183,54.96,31,"a path through the countryside, often where people walk"
trap,2184,54.96,31,a device used for catching animals
loose,2185,54.96,31,not tightly attached or held
extension,2186,54.95,31,extra time allowed to complete something
wealth,2187,54.95,31,large amount of money and possessions
gradually,2188,54.95,31,occurring in a slow manner over a period of time
tank,2189,54.95,31,container for holding liquid or gas
evil,2190,54.94,31,morally bad; causing harm to someone
remarkable,2191,54.94,31,"interesting and unexpected, worthy of notice"
tune,2192,54.94,31,group of musical notes that make a nice sound
grass,2193,54.94,31,"plants with narrow green leaves, grown on lawns"
invitation,2194,54.94,31,when someone asks you to do something or go somewhere
transition,2195,54.94,31,a gradual change from one condition to another
frighten,2196,54.93,31,to make someone afraid or nervous
bid,2197,54.93,31,an offer to pay a particular amount of money for something
breed,2198,54.93,31,to produce baby animals of specific kinds
extraordinary,2199,54.93,31,beyond what is ordinary; very unusual; remarkable
brilliant,2200,54.93,31,having a great amount of intelligence or talent
adviser,2201,54.93,31,an expert who suggests what someone should do
stem,2202,54.93,31,"the long, thin part of a plant that supports leaves and flowers"
reverse,2203,54.92,31,to go in the opposite direction
mode,2204,54.92,31,way of acting or doing something
mirror,2205,54.92,31,a thing with a glass surface used to look at yourself
awful,2206,54.92,31,very bad; horrible; terrible
pose,2207,54.92,31,to put someone in a position to be photographed
adjust,2208,54.92,31,to change so as to fit in with new conditions
creative,2209,54.91,31,having the ability to make something new
nowadays,2210,54.91,31,at the present time; now
poem,2211,54.91,31,"a written composition in verse, not prose"
agricultural,2212,54.91,31,concerning farming
competitor,2213,54.91,31,"someone taking part in a race, business, etc."
alcohol,2214,54.91,31,"drinks such as wine, whiskey, beer"
festival,2215,54.9,31,cultural event with a program of events
vegetable,2216,54.9,31,a plant that is raised and eaten as food
van,2217,54.9,31,truck with an enclosed cargo space
confident,2218,54.9,31,feeling that you can do well at something
planet,2219,54.88,31,one of the bodies that orbit the sun
curve,2220,54.88,31,a smooth rounded line that is not straight
knee,2221,54.88,31,the middle part of your leg that bends
overcome,2222,54.88,31,to succeed in a struggle
web,2223,54.87,31,a net made by spiders; many things connected together
depth,2224,54.87,31,distance below a surface
entrance,2225,54.86,31,a way into a place
log,2226,54.86,31,a piece of a tree that has been cut
giant,2227,54.86,31,"extremely big, or much bigger than other things"
god,2228,54.85,31,a being with special powers that cannot be explained by nature
portion,2229,54.85,31,part of a whole
substance,2230,54.85,31,a particular type of material
extensive,2231,54.85,31,large; full or complete
interpret,2232,54.84,30,to repeat what was said in another language
independence,2233,54.83,30,having the freedom to make your own decisions
sugar,2234,54.83,30,white sweet substance used to make foods sweeter
inner,2235,54.83,30,concerning the inside part of something
harm,2236,54.82,30,"to hurt, damage, or cause problems"
consult,2237,54.82,30,to discuss something to make a decision
pink,2238,54.81,30,pale red color
shadow,2239,54.81,30,a dark shape that appears when something stops the light
strip,2240,54.81,30,to take something away from (someone)
smooth,2241,54.81,30,something that feels pleasant and flat when you touch it; not rough
intervention,2242,54.81,30,involvement in a situation to prevent future problems
impress,2243,54.81,30,to make someone admire or respect another person or thing
exam,2244,54.81,30,test of your knowledge or ability in something
vice,2245,54.81,30,type of evildoing
radical,2246,54.8,30,very new and different from what is traditional
similarly,2247,54.8,30,in a way that is almost the same as something or someone else
behave,2248,54.8,30,to act in a particular way; to act correctly
loud,2249,54.8,30,making a lot of noise
dimension,2250,54.8,30,"measurement of length, width, or height"
subsequent,2251,54.79,30,happening after
infection,2252,54.79,30,act or state of becoming infected with a disease
jacket,2253,54.78,30,"a light, thin coat"
efficiency,2254,54.78,30,working well; producing something without waste
dirty,2255,54.78,30,not clean
statistic,2256,54.78,30,a number that represents a piece of information
regularly,2257,54.78,30,"at the usual time each day, week, or month"
resort,2258,54.78,30,a place where people go on holiday
iron,2259,54.77,30,the hard metal used to make steel (symbol Fe)
broadcast,2260,54.77,30,to send out signals by radio or television
membership,2261,54.77,30,all the people who belong to a club or group
bread,2262,54.77,30,"baked food made from flour, used in sandwiches, etc."
blind,2263,54.77,30,unable to see; with eyes that cannot see
pure,2264,54.76,30,not mixed with anything else
bloody,2265,54.76,30,covered or spotted with blood on the surface
ally,2266,54.76,30,"someone who supports, helps, or defends you"
quantity,2267,54.76,30,amount or number of something
bend,2268,54.76,30,to make something not straight; make into a curve
mature,2269,54.75,30,"being an adult, being fully developed physically"
briefly,2270,54.75,30,happening in a short period of time; using few words
alarm,2271,54.75,30,sound or light used for a warning or to wake someone
disturb,2272,54.74,30,to stop someone from working or sleeping
sustain,2273,54.74,30,"to maintain, lengthen or continue to do something"
flood,2274,54.74,30,a large amount of water covering land that is usually dry
poverty,2275,54.73,30,being poor
crazy,2276,54.73,30,not being sensible or practical
cite,2277,54.73,30,to mention the work of others in your writing
newly,2278,54.72,30,very recently; just done or made
parallel,2279,54.72,30,very similar and often occurring at the same time
gender,2280,54.72,30,state of being male or female
sponsor,2281,54.72,30,to help someone or something succeed by giving them money
boot,2282,54.71,30,footwear covering your foot and part of your leg
accurate,2283,54.7,30,correct; not having mistakes or errors
dealer,2284,54.69,29,someone who buys things to sell to others
button,2285,54.69,29,small round piece of material used to fasten clothing
burden,2286,54.69,29,"something that causes worry, difficulty, or hard work"
desert,2287,54.69,29,area of land that has very little water and few plants
mate,2288,54.69,29,"someone who you work, live, or go to school with"
occasionally,2289,54.68,29,not very often; sometimes; seldom
shareholder,2290,54.68,29,someone who owns a part of a corporation
bowl,2291,54.67,29,a round container used for holding things like rice or soup
discovery,2292,54.67,29,learning something for the first time
resistance,2293,54.67,29,refusal to accept something new or different
bath,2294,54.66,29,the cleaning of a body by putting it completely into water
frequency,2295,54.66,29,how often something happens
criticize,2296,54.66,29,to say that someone or something is bad
tap,2297,54.65,29,to hit something lightly
philosophy,2298,54.65,29,study of ideas about the fundamental nature of life
lip,2299,54.64,29,top and bottom part of the outside of a person's mouth
attribute,2300,54.64,29,"a quality or characteristic that someone or something has (e.g., size or color)"
apologize,2301,54.64,29,to say sorry because of a mistake or injury you made
approval,2302,54.63,29,positive opinion of something or someone
grab,2303,54.63,29,to quickly reach out and take something in your hand.
entitle,2304,54.63,29,to give the right to do or have something to someone
lend,2305,54.63,29,to give to someone for a while before it is returned
involvement,2306,54.63,29,act or process of joining in a particular activity
exposure,2307,54.63,29,state of experiencing something directly
conventional,2308,54.62,29,following the common attitudes and practices
digital,2309,54.62,29,using electronic signals or computers
translate,2310,54.61,29,to change words from one language into another
edit,2311,54.6,29,to check and makes changes before publication
formation,2312,54.6,29,"process of creating, or making into a particular shape"
deposit,2313,54.6,29,"money that is given for a special purpose such as proof that you will buy something, or as savings in a bank"
pleasant,2314,54.58,29,causing a good feeling
overseas,2315,54.58,29,in or to a foreign country that is across a sea
advocate,2316,54.58,29,"to publicly support a belief, or to request a change"
establishment,2317,54.57,29,"organization, institution, or place to do business"
summary,2318,54.56,29,a brief statement that gives the most important information
rough,2319,54.56,29,"not smooth, gentle, or careful"
pen,2320,54.55,29,something you write with that uses ink
recovery,2321,54.55,28,process of returning to a former state after problems
seal,2322,54.55,28,to make something so that it does not leak air or water
tube,2323,54.55,28,"long, hollow object"
tower,2324,54.54,28,"a tall, narrow building"
characterize,2325,54.54,28,"to describe the qualities of a person, place, thing"
specify,2326,54.53,28,"to state, name, or mention exactly and clearly"
exact,2327,54.52,28,completely correct; accurate; specific
spin,2328,54.52,28,to turn around repeatedly
operator,2329,54.51,28,"someone who uses and controls something, usually equipment"
infant,2330,54.51,28,child in the beginning stage of life; a baby
dig,2331,54.5,28,to move material to create a hole
drag,2332,54.5,28,to pull something that is difficult to move
mount,2333,54.5,28,to organize and begin an action; to attach to a support
wrap,2334,54.5,28,to cover something on all sides with a piece of material or paper
anticipate,2335,54.5,28,to expect or look ahead to something positively
dependent,2336,54.5,28,someone who depends on another for (financial) support
specialize,2337,54.5,28,to focus on one area of a field or profession
angle,2338,54.49,28,a place where two lines or surfaces meet
chicken,2339,54.49,28,a large bird that is raised on farms for its eggs and meat
anxiety,2340,54.49,28,fear about what might happen; worry
virus,2341,54.48,28,"a very small, basic living thing that causes disease or sickness"
precisely,2342,54.48,28,in an exact and accurate manner
rival,2343,54.48,28,"a person, team, or organization that competes with another; a competitor"
offense,2344,54.48,28,criminal act; something that causes hurt
detect,2345,54.48,28,to discover or identify the presence of something
teenager,2346,54.47,28,a person between the ages of 13 and 19
admire,2347,54.47,28,to feel respect or wonder toward someone
moderate,2348,54.46,28,average in size or amount
surgery,2349,54.46,28,medical treatment in which a doctor cuts into a body
musician,2350,54.46,28,"a person who writes, sings, or plays music, as a job"
significance,2351,54.46,28,importance of something; the potential for something to have a big effect
shower,2352,54.45,28,the cleaning of a body by standing under falling water
illegal,2353,54.45,28,not allowed by the laws or rules
charity,2354,54.44,28,"organization providing help to the needy, the sick"
universal,2355,54.44,28,done or experienced by everyone
cigarette,2356,54.44,28,a small paper tube filled with tobacco
constitute,2357,54.44,28,to make up or be part of something
adequate,2358,54.44,28,enough; good enough for what is needed
consultant,2359,54.44,28,expert who gives (paid) advice
historian,2360,54.44,28,someone who studies or writes about the course of history
cousin,2361,54.43,28,a child of your uncle or aunt
visual,2362,54.43,28,something to look at with the eyes
stupid,2363,54.43,28,lacking the ability to learn easily; not intelligent
keen,2364,54.42,28,being eager or excited for something to happen
ethnic,2365,54.41,28,connected with people who share a cultural tradition
twin,2366,54.41,28,two children born from the same mother at the same time
clinical,2367,54.41,28,related to the examination and treatment of patients
eastern,2368,54.4,28,being in the area to the east
forecast,2369,54.4,28,"a prediction of some future thing (e.g., the weather)"
segment,2370,54.4,28,part divided from the other parts of something
custom,2371,54.4,28,what is usual or normal
adapt,2372,54.4,28,to change something to fit or suit a new purpose
sand,2373,54.39,28,grains of rock that make beaches and deserts
cap,2374,54.39,27,"small, soft hat often with a front visor or shade"
prompt,2375,54.38,27,being done quickly and with no delay
charm,2376,54.38,27,quality of making people like you; attractiveness
react,2377,54.38,27,to behave or make a change in a particular way
lecture,2378,54.37,27,talk or speech about a particular subject
venture,2379,54.37,27,activity that involves taking chances or risks
compound,2380,54.37,27,something that is made from two or more other things
rescue,2381,54.37,27,to save something from danger or harm
mess,2382,54.36,27,dirty or untidy area
preference,2383,54.36,27,something that is liked or wanted more than another
comprehensive,2384,54.35,27,including most or all things
incentive,2385,54.35,27,something that encourages a person to work hard
league,2386,54.33,27,association of sports teams that organizes matches for its members
dialog,2387,54.33,27,conversation between two or more individuals
cream,2388,54.33,27,the thick white liquid that comes from milk and is used in cooking
rapid,2389,54.32,27,happening very quickly
cancel,2390,54.32,27,to stop a planned event from happening
regret,2391,54.32,27,to be sorry about something
dismiss,2392,54.32,27,to send someone away
margin,2393,54.32,27,"the empty space at the top, bottom, and sides of a written or printed page"
beneath,2394,54.32,27,under; in or to a lower position; below
opponent,2395,54.31,27,a person that you are competing against in a game or contest
resist,2396,54.3,27,to try to stop or prevent something
capability,2397,54.3,27,"means, ability, or potential to do something"
absolute,2398,54.3,27,complete and total
correspond,2399,54.3,27,to have similarity or equality with something
stroke,2400,54.3,27,to touch someone or something repeatedly in a caring way
dare,2401,54.3,27,to have enough courage to do something
barrier,2402,54.3,27,structure or object that stops free movement
rid,2403,54.29,27,to no longer be wanted so you throw it away
divorce,2404,54.27,27,legal ending of a marriage
ruin,2405,54.26,27,"to spoil something, to make it useless"
bury,2406,54.26,27,to put something into the ground and cover it
counsel,2407,54.26,27,to listen and give expert advice to someone
tendency,2408,54.26,27,quality that something happens or someone behaves in a particular way
frequent,2409,54.26,27,happening often
motor,2410,54.25,27,a machine that uses energy to make something work or move
survival,2411,54.25,27,act of continuing to exist when facing difficulty
counter,2412,54.25,27,"a long, flat surface in a shop or kitchen where work is done"
possess,2413,54.25,27,to have or own something
permission,2414,54.24,27,right to do something as allowed by another
valley,2415,54.24,27,"long, low area between hills or mountains, often with a river running through it"
float,2416,54.24,27,to stay on the surface of a liquid and not sink
mad,2417,54.24,27,"very angry, very strong feelings, crazy"
greatly,2418,54.23,27,very much
visible,2419,54.23,26,easily seen or understood
electric,2420,54.23,26,using a particular type of energy carried through metal wire
impressive,2421,54.22,26,something makes someone admire or respect
evolution,2422,54.21,26,"slow, steady change or development"
awareness,2423,54.21,26,having knowledge of something
violent,2424,54.21,26,done with force; likely to cause physical damage
slave,2425,54.21,26,someone who is legally owned by another person
wealthy,2426,54.21,26,having a great amount of money or property
architecture,2427,54.21,26,design and construction of buildings
acceptable,2428,54.21,26,satisfactory; good enough
journal,2429,54.21,26,a written record of subjects or events
coal,2430,54.21,26,dark hard substance from the earth burnt as a fuel
measurement,2431,54.21,26,the finding of the size or amount of something or someone
random,2432,54.21,26,chosen or done without a plan or pattern
successfully,2433,54.19,26,in a manner that achieves a goal
depress,2434,54.19,26,to make someone feel very sad; to reduce the value of something
illustration,2435,54.18,26,picture that helps explain something
burst,2436,54.18,26,to break in a sudden and violent way
privilege,2437,54.18,26,advantage or right that is given to only a certain person or group of people
buyer,2438,54.18,26,someone who gets something by paying money for it
mutual,2439,54.18,26,shared between two or more people
rail,2440,54.17,26,"long, thin piece of metal"
motivate,2441,54.16,26,to make someone excited about doing something
laboratory,2442,54.15,26,a place for doing research and experiments
mortgage,2443,54.15,26,long-term loan from a bank for buying property
promotion,2444,54.14,26,moving someone to a more important position
passion,2445,54.14,26,"powerful, positive feeling about something"
champion,2446,54.13,26,person who fights for or supports strongly
fulfill,2447,54.13,26,to do something that was promised or required
dust,2448,54.13,26,fine dry powder that builds up on surfaces
dedicate,2449,54.12,26,"to give your energy, time, etc., completely to someone"
roughly,2450,54.12,26,in an inexact or imprecise manner
skirt,2451,54.12,26,piece of clothing for the lower body worn by women
province,2452,54.12,26,area that a country or nation is divided into
march,2453,54.11,26,to walk with regular steps as a group
evaluation,2454,54.11,26,judgment about the value or condition of something
compromise,2455,54.11,26,an agreement in which each side must give up some things
accomplish,2456,54.11,26,to succeed in doing; complete successfully
weakness,2457,54.11,26,quality of not being powerful or strong
announcement,2458,54.11,26,act of informing people about something publicly
salt,2459,54.11,26,natural white substance used to flavor or preserve food
glance,2460,54.1,26,to look at someone or something quickly
opera,2461,54.1,26,play with music in which all the words are sung
contest,2462,54.1,26,an event in which people try to win
brush,2463,54.1,26,thing used to comb your hair or to clean the floor
embarrass,2464,54.09,26,to cause someone to feel uncomfortable about something
gallery,2465,54.09,26,place to look at various types of art
genetic,2466,54.09,26,concerning the parts of a cell that determine particular characteristics
aggressive,2467,54.09,26,behaving in a very threatening way
chest,2468,54.09,26,the front of your body between your neck and your waist
format,2469,54.08,26,"form, design, or arrangement of something"
literary,2470,54.08,26,concerned with written works
govern,2471,54.08,26,to officially control and lead an area
embrace,2472,54.06,25,to hold someone closely
praise,2473,54.05,25,to express approval of something or someone
silent,2474,54.05,25,not speaking or making noise
pump,2475,54.04,25,to make water or any other liquid move using a machine
publisher,2476,54.04,25,business that produces books or magazines
celebration,2477,54.04,25,special event where people show the importance of something
golf,2478,54.04,25,game played to hit a ball into a hole with a stick
compensation,2479,54.04,25,money given or received as payment for loss
classical,2480,54.04,25,concerning ideas considered to be traditional
weigh,2481,54.03,25,"to determine the weight of, using scales"
versus,2482,54.03,25,used to show that a thing or person is against another thing or person
deficit,2483,54.02,25,an amount that is less than needed
modify,2484,54.02,25,to make small changes to something
flash,2485,54.02,25,sudden bright light
friendship,2486,54.02,25,feeling of liking someone; good relationship
profession,2487,54.01,25,job requiring special education or skills
literally,2488,54.01,25,in a way that expresses the exact meaning of something
equation,2489,54.01,25,a statement showing things to be equal
gesture,2490,54.01,25,a hand or body movement that expresses a particular idea or feeling
entertain,2491,54,25,to take care of guests by helping them enjoy their time
fantastic,2492,54,25,"very fanciful in design, construction, or appearance"
assign,2493,54,25,to give someone a particular job or something to do
inflation,2494,54,25,continual rise in the prices of products
historic,2495,54,25,belonging to the past; of what is important or famous in the past
injure,2496,53.98,25,do physical harm or damage
remote,2497,53.98,25,far away
therapy,2498,53.97,25,treatment intended to help fix your problem or medical illness
orange,2499,53.97,25,a color that is a mixture of red and yellow
twist,2500,53.97,25,to turn something in opposite directions at the same time
personnel,2501,53.97,25,group of people who work for a company
imagination,2502,53.96,25,the ability to think of new ideas or things that are not real
disagree,2503,53.96,25,to have a different opinion from someone
throat,2504,53.95,25,passage inside the neck used to swallow and breathe
insight,2505,53.94,25,a clear idea about how something works
tackle,2506,53.94,25,to take action to solve a difficult problem
forever,2507,53.93,25,for a very long or seemingly endless time
exceed,2508,53.93,25,to be greater in number than something
expenditure,2509,53.93,25,amount of money used during a certain time
joy,2510,53.92,25,feeling of great happiness and pleasure
pregnant,2511,53.91,25,when women carry a child inside them that is not yet born
reliable,2512,53.91,25,"deserving of your trust, dependable"
gear,2513,53.91,25,"special supplies, tools, or clothes needed for a particular activity; machinery that turns power into forward or backward movement"
click,2514,53.91,25,to press a button
poet,2515,53.91,25,person who writes poems
fortune,2516,53.91,25,"chance or luck, particularly good luck"
ceremony,2517,53.9,25,special social or religious event
pile,2518,53.9,25,group of things one on top of another
pig,2519,53.89,25,farm animal that gives bacon and ham
mixture,2520,53.89,25,something made by combining two or more things
automatically,2521,53.88,24,in a way not requiring control by a person
scholar,2522,53.87,24,a person who studies and knows a lot about a particular subject
psychological,2523,53.87,24,having to do with the mind
dramatically,2524,53.87,24,in a sudden or extreme manner
stake,2525,53.87,24,a strong stick with a pointed end that you push into the ground
creature,2526,53.87,24,animal of any type
partnership,2527,53.87,24,working with others for some purpose
participation,2528,53.86,24,act of being involved in something
clause,2529,53.86,24,"a separate part of a contract, a will, or another legal document"
penalty,2530,53.86,24,punishment for committing a crime or offense
chamber,2531,53.86,24,a room or space inside something used for a special purpose
fancy,2532,53.86,24,"not plain or ordinary, expensive"
poetry,2533,53.86,24,poetic writing; imaginative verses
chat,2534,53.85,24,to talk in a friendly and relaxed manner
clothing,2535,53.85,24,things you wear on your body
evolve,2536,53.85,24,to slowly change or develop into something better
sake,2537,53.85,24,interest or benefit of someone or something
shelf,2538,53.84,24,flat board attached to a wall on which to store things
boost,2539,53.84,24,to help increasing progress or growth
tail,2540,53.83,24,back end of an animal's body that sticks out
possession,2541,53.83,24,having or owning something
abortion,2542,53.83,24,a medical operation to end the time when a female is going to have a baby
curious,2543,53.83,24,wanting to know more about something
wooden,2544,53.82,24,made of wood
boom,2545,53.82,24,to make a deep hollow resonant sound
tale,2546,53.82,24,story about colorful and imaginary events
democratic,2547,53.81,24,of democracy; entitling the people to power
maintenance,2548,53.8,24,keeping (a machine) working by checking and fixing it
consequently,2549,53.8,24,therefore; as a result of something
pot,2550,53.8,24,"deep, round container that is used for cooking"
cow,2551,53.79,24,large farm animal from which we get milk and beef
strengthen,2552,53.79,24,to make something stronger
whilst,2553,53.79,24,during the time that; at the same time
constraint,2554,53.79,24,something that limits or prevents someone or something from moving
fold,2555,53.79,24,to move one part of something so that it lies on top of another part
bin,2556,53.79,24,a container for storing things
undergo,2557,53.79,24,"to experience something, often bad"
potentially,2558,53.78,24,that could happen or become reality
scope,2559,53.78,24,range of things that something includes
pretend,2560,53.78,24,to act as if something is true when it is not
diversity,2561,53.77,24,state or quality of having a range of different things
allege,2562,53.77,24,to state without proof
pride,2563,53.76,24,when you respect yourself
intense,2564,53.76,24,"very strong, great, or extreme in degree"
inquiry,2565,53.75,24,request for information
resign,2566,53.75,24,to leave a job because you want to
craft,2567,53.75,24,to make by hand and with much skill
strict,2568,53.75,24,must be obeyed
concrete,2569,53.74,24,"hard substance used in building made by mixing cement, sand, small stones, and water"
shell,2570,53.74,24,hard outer covering that protects
damn,2571,53.72,24,to say someone should be punished for their bad behavior
distinct,2572,53.72,24,clearly different in nature from something else
humor,2573,53.71,24,quality of being funny
limitation,2574,53.71,24,act of controlling or reducing the size of something
indication,2575,53.71,23,something that signals that something else exists or will happen
stability,2576,53.7,23,quality of not being easily moved or changed
wise,2577,53.7,23,knowledgeable about life; having good judgment
neglect,2578,53.7,23,to fail to take care of something
compose,2579,53.7,23,to come together to form or make something
jail,2580,53.7,23,place to hold criminals being punished for a crime
shelter,2581,53.69,23,a place to live or stay that protects someone from weather
mere,2582,53.69,23,small and unimportant
carbon,2583,53.69,23,a chemical element (C) found in all living things
regulate,2584,53.69,23,to make rules or laws to control something or someone
cheese,2585,53.68,23,a yellow or white food made from milk
trigger,2586,53.68,23,to make something start happening
pipe,2587,53.67,23,"tube a round, hollow piece of metal, plastic, or wood"
destruction,2588,53.67,23,damaging something so badly that it no longer exists
guitar,2589,53.67,23,stringed musical instrument played with the fingers
flag,2590,53.67,23,"piece of cloth, frequently marked with a colorful symbol or sign"
piano,2591,53.66,23,keyboard instrument used for playing music
magic,2592,53.66,23,a special power that allows impossible things to happen
mystery,2593,53.66,23,"book, play, or film that deals with a solution of a strange crime"
ski,2594,53.66,23,one of a pair of long flat boards attached to boots for moving smoothly over snow
whisper,2595,53.65,23,to talk with breath but no voice
rear,2596,53.65,23,towards the back part of something
menu,2597,53.65,23,list of dishes available at a restaurant
species,2598,53.64,23,a group of related animals or plant
moon,2599,53.64,23,round object circling the earth at night
presumably,2600,53.64,23,concerning a true or likely nature
bless,2601,53.64,23,to ask the gods to protect someone or something
airline,2602,53.64,23,company that flies passengers in its planes
amendment,2603,53.63,23,"a change, addition, or improvement to something"
grandmother,2604,53.63,23,mother of your mother or father
jury,2605,53.62,23,group of people who listen to information about something and make a decision
cooperation,2606,53.62,23,a situation where everyone works together to get something done
civilian,2607,53.61,23,ordinary person who is not in the army
composition,2608,53.61,23,something that is created from different parts to make something new
coin,2609,53.6,23,"a small, flat piece of metal used as money"
regardless,2610,53.6,23,without being affected or concerned by something difficult or troubling
scan,2611,53.59,23,to look within something for a particular person or thing
bunch,2612,53.59,23,group of things of the same kind
racial,2613,53.58,23,relating to a person's group based on inherited physical appearance
greet,2614,53.58,23,to meet someone with friendly words and actions; to welcome
hopefully,2615,53.58,23,in a manner wishing something to happen
sanction,2616,53.58,23,action taken to force a country to obey laws
trick,2617,53.58,23,to make someone believe something that is not true
paragraph,2618,53.58,23,section of writing that usually deals with one subject
maker,2619,53.57,23,"person, company, or object that creates things"
chocolate,2620,53.56,23,a sweet brown food made from cocoa beans
stimulate,2621,53.56,23,excite to action
belt,2622,53.56,23,band of material worn around a person's waist
potato,2623,53.55,23,edible vegetable
narrative,2624,53.55,23,the telling of a story
tissue,2625,53.55,23,"piece of thin, soft paper"
barely,2626,53.54,23,almost not possible or does not happen
invent,2627,53.54,23,to create something useful for the first time
tourism,2628,53.54,23,"traveling to new places (e.g., abroad, for vacations)"
pro,2629,53.53,23,someone who earns money doing something they are particularly good at
stair,2630,53.53,23,steps that go from one level to another
hesitate,2631,53.52,23,to stop before doing something because you are unsure what to do
shine,2632,53.52,23,to make bright light
motivation,2633,53.52,23,feeling in a person that makes him or her want to do something
romantic,2634,53.51,22,related to strong feelings of love between two people
firmly,2635,53.51,22,"in a hard, steady, unchanging way"
interior,2636,53.51,22,inside part of something
stomach,2637,53.51,22,place in the body where food is broken down so your body can use it
nowhere,2638,53.5,22,not in or at any place; no place
pray,2639,53.49,22,to wish or hope for something to happen or be true
championship,2640,53.48,22,sports competition to find the best player or team
servant,2641,53.48,22,a person who works in another person's house and takes care of them
immigrant,2642,53.48,22,person moving to another country to live there
excess,2643,53.48,22,amount that is more than necessary
complexity,2644,53.47,22,state of having many parts and not being simple
liability,2645,53.47,22,"something that is owed to someone else (e.g., a debt)"
surprisingly,2646,53.46,22,in an unexpected way
extract,2647,53.46,22,to take something out of something else
implementation,2648,53.45,22,"making a law, system, or plan start to happen or be used"
bias,2649,53.44,22,a strong feeling not based on facts to believe one thing over another
differently,2650,53.44,22,in a way that is not the same
